enrollmentid,personid,calendarid,grade,startdate,enddate,schoolid,calendar_startdate,calendar_enddate,endyear,zip,schoolname,startyear,label,active,final_enddate
132216,40919,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132265,40936,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132264,40938,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132242,41517,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132256,42010,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132067,42013,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132201,42079,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132213,42302,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132248,42745,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132263,44133,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132202,45332,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132204,45333,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132181,45569,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131935,45994,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132023,45996,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132225,46052,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132198,46136,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132228,46223,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132230,46239,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132144,46276,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132268,46932,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132177,47059,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132090,47685,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132151,49736,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132200,49738,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132205,49778,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132238,49790,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132146,49799,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132145,49808,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132124,49836,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132203,49875,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132017,49888,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132209,49892,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132212,49932,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132222,49958,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131946,49961,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132223,50151,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132243,50266,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132245,50420,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131966,50426,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132249,50659,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132155,50662,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132157,50700,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132261,50721,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132160,50766,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132270,51981,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
134332,52894,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132266,53044,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132180,53142,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132278,53207,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132015,53446,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132192,53457,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132193,53465,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132215,53483,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132195,53497,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132221,53531,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132224,53558,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132041,53565,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132282,53899,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131942,54016,424,05,2020-09-01,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132132,55542,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132113,56187,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132138,56520,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132199,56585,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132277,57654,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
134330,58279,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132068,59051,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132092,59404,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132217,59504,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132158,59697,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132062,59701,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132174,59705,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132176,59743,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132120,59755,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
142563,59757,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132118,59772,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132139,59779,424,07,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132187,59795,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132106,59815,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132133,59852,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132147,59875,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
134344,60828,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132051,60872,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132096,61142,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132006,61150,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131940,61164,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132137,61238,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132153,61393,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132163,61422,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132110,61500,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132095,61697,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132152,61770,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132003,61849,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132121,61878,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132234,61909,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132109,62161,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131978,62223,424,05,2020-09-01,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
142582,62410,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132170,62783,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
142644,63584,424,06,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132013,63593,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132166,63790,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132112,63910,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132150,64059,424,07,2020-09-02,2020-09-18,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2020-09-18
132126,64096,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131944,64098,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132036,64101,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132148,64476,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132197,64678,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132173,64682,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132169,64710,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132229,64720,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132052,64723,424,06,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132171,64732,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132064,64741,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132125,64996,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132129,65016,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132227,65442,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132130,65492,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132114,65548,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132143,67164,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132232,68057,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132099,68578,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132226,69086,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132141,69189,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132024,69195,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132088,69201,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132037,69866,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132009,70209,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132028,70229,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132030,70234,424,06,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132087,70265,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132020,70277,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132083,70295,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132276,70298,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132010,70300,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132026,70306,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132059,70313,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132082,70318,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
142643,70328,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132077,70332,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132049,70341,424,06,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132038,70362,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132055,70369,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132007,70531,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132044,70536,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132008,70566,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132002,70568,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132075,70940,424,06,2020-09-02,2021-03-05,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-03-05
132060,71057,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132043,71072,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132072,71143,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132022,71376,424,06,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132033,71562,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132046,71729,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132056,71820,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132074,72240,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132080,72276,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132085,72306,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132025,72507,424,06,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132105,72543,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131930,72551,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132136,72667,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132061,72722,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132039,72724,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
134339,72912,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132128,74110,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132018,74612,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132069,75262,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132057,75319,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132175,75636,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132016,75817,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132091,79283,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132262,80609,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132063,80651,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132073,80654,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132275,81005,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132267,81858,424,08,2020-09-02,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131922,83910,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132208,84030,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132233,84395,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132054,84400,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
134335,84429,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131929,84468,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131945,84496,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
134343,84532,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
134347,84546,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
134334,84757,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
134340,84764,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132134,84765,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
134338,84770,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132042,84852,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132252,84875,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132251,84881,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
134331,84905,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131977,85024,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132172,85077,424,07,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131938,85187,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131973,85211,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131981,85253,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131986,85263,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131923,85276,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131954,85289,424,05,2020-09-01,2021-01-08,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-01-08
131962,85356,424,05,2020-09-01,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131987,85496,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
134333,85522,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131982,85555,424,05,2020-09-01,2021-06-25,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132081,85604,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132004,85610,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132218,85690,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131932,86203,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132211,86440,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131960,86725,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132065,87071,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132014,87162,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132048,87530,424,06,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131951,87970,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132000,88033,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131963,88070,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131965,88180,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131968,88200,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131969,88256,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131999,88370,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131974,88396,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
132257,88443,424,08,2020-09-02,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131979,88547,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131941,88595,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131988,88974,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131989,89085,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131991,89106,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
131997,89114,424,05,2020-09-01,2020-09-09,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2020-09-09
131936,89232,424,05,2020-09-01,,65,2020-09-01,2021-06-25,2021,11207,bb,2020,20-21,1,2021-06-25
